serie,idade,genero,cor_raca,estado_civil,renda_per_capita,trabalha,acesso_internet,possui_computador,tipo_escola_origem,distorcao_idade_serie,assistencia_pe_de_meia,nota_media,frequencia,media_atividades,taxa_entrega_atividades,reprovacoes,situacao
1,15,Feminino,Preta,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Privada,Nao,Nao,6.5,90.1,6.9,71.6,0,Aprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Sim,9.5,100.0,9.6,86.7,0,Aprovado
2,21,Feminino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Nao,Privada,Sim,Nao,5.8,83.9,5.6,76.2,1,Em Risco
3,20,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Sim,Sim,5.6,82.0,3.3,68.2,1,Em Risco
1,15,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,6.1,80.7,5.4,65.8,0,Em Risco
1,15,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Nao,Sim,Publica,Nao,Sim,7.9,95.8,6.8,83.4,1,Aprovado
1,17,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Sim,Nao,5.8,87.2,4.2,60.7,1,Em Risco
3,19,Feminino,Branca,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Nao,6.3,81.0,4.2,33.4,1,Reprovado
3,17,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Publica,Nao,Sim,7.3,94.9,7.6,96.0,1,Aprovado
1,19,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Sim,5.1,82.0,6.9,72.1,1,Em Risco
2,16,Feminino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,6.7,85.8,5.4,47.0,0,Aprovado
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Publica,Nao,Sim,8.9,100.0,8.5,97.3,0,Aprovado
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Sim,6.5,83.8,7.3,78.1,0,Aprovado
2,22,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Sim,4.2,80.9,4.8,74.3,1,Reprovado
1,19,Masculino,Parda,Solteiro,Acima de 1 SM,Sim,Sim,Nao,Publica,Sim,Nao,5.2,65.0,3.9,31.7,1,Reprovado
1,15,Feminino,Branca,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,9.7,95.9,9.9,89.0,0,Aprovado
3,18,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,6.6,79.2,4.5,45.5,0,Em Risco
3,18,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Nao,Nao,Publica,Nao,Sim,7.5,90.7,6.8,65.8,1,Aprovado
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,4.7,81.6,5.6,47.1,1,Reprovado
1,15,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Privada,Nao,Nao,6.8,81.7,4.5,43.5,1,Em Risco
1,17,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Sim,Sim,7.2,87.7,7.4,73.2,1,Aprovado
3,18,Feminino,Branca,Solteiro,Acima de 1 SM,Sim,Sim,Sim,Publica,Nao,Nao,8.0,90.0,5.7,70.4,0,Aprovado
3,18,Masculino,Branca,Solteiro,"0,5-1 SM",Sim,Sim,Nao,Publica,Nao,Nao,7.7,96.4,6.2,70.4,0,Aprovado
3,21,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Sim,Nao,3.5,78.5,3.9,49.6,1,Reprovado
3,20,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Sim,Sim,6.7,90.4,6.8,78.8,1,Aprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,4.5,84.0,4.1,57.6,0,Reprovado
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,4.7,83.5,4.4,70.4,1,Reprovado
1,15,Masculino,Parda,Outro,Acima de 1 SM,Nao,Sim,Nao,Privada,Nao,Nao,7.9,93.0,6.8,65.9,0,Aprovado
3,18,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.7,95.4,3.8,45.9,1,Em Risco
2,22,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Sim,6.4,82.0,7.7,63.7,1,Aprovado
1,15,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Sim,Publica,Nao,Sim,5.1,81.6,6.2,65.5,1,Em Risco
1,16,Feminino,Branca,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,8.4,86.8,9.6,99.3,0,Aprovado
2,16,Feminino,Preta,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,7.3,85.3,6.1,51.4,1,Aprovado
1,15,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.6,95.0,7.6,63.4,0,Aprovado
1,18,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Sim,Nao,4.5,66.3,3.7,18.4,1,Reprovado
2,16,Feminino,Branca,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,7.5,93.4,7.0,82.1,0,Aprovado
2,22,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Privada,Sim,Nao,5.2,73.1,5.6,60.9,1,Reprovado
2,16,Feminino,Branca,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,5.7,76.9,5.9,73.3,1,Reprovado
1,15,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,7.3,88.2,5.4,55.0,1,Aprovado
3,17,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Privada,Nao,Nao,7.4,98.2,7.9,82.7,0,Aprovado
1,15,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Publica,Nao,Sim,5.7,82.2,5.5,60.8,1,Em Risco
1,18,Feminino,Branca,Solteiro,"0,5-1 SM",Sim,Sim,Sim,Publica,Sim,Nao,8.5,92.2,8.1,79.6,1,Aprovado
3,17,Feminino,Parda,Solteiro,Acima de 1 SM,Sim,Sim,Sim,Publica,Nao,Nao,8.9,87.8,8.3,57.4,1,Aprovado
2,16,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Privada,Nao,Nao,7.9,85.4,6.0,47.8,0,Aprovado
3,19,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Privada,Sim,Nao,7.2,79.3,5.4,56.0,1,Em Risco
2,16,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.9,88.6,6.1,55.9,0,Em Risco
2,16,Masculino,Branca,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Privada,Nao,Nao,4.6,76.8,4.1,44.9,0,Reprovado
1,18,Masculino,Outra,Solteiro,Acima de 1 SM,Sim,Sim,Nao,Publica,Sim,Nao,5.8,84.3,4.5,42.2,1,Em Risco
1,15,Masculino,Branca,Solteiro,"0,5-1 SM",Sim,Sim,Sim,Privada,Nao,Nao,6.6,78.9,5.2,43.8,0,Reprovado
1,20,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Sim,4.7,83.0,5.1,66.8,1,Reprovado
1,16,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,6.6,84.4,7.4,47.0,1,Aprovado
3,19,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Nao,2.4,79.2,2.5,57.0,1,Reprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,5.0,80.5,5.9,64.1,0,Em Risco
3,17,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.6,91.7,7.2,73.0,0,Aprovado
2,16,Masculino,Branca,Solteiro,"0,5-1 SM",Sim,Nao,Sim,Publica,Nao,Nao,8.4,93.3,4.4,46.7,0,Aprovado
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,4.8,82.4,3.8,62.1,1,Reprovado
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.7,88.7,7.7,88.1,1,Aprovado
2,16,Masculino,Branca,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,7.9,94.3,7.3,59.7,1,Aprovado
2,19,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Sim,Nao,5.2,69.9,5.6,57.3,1,Reprovado
1,15,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,7.3,85.8,7.2,69.3,0,Aprovado
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Privada,Nao,Sim,6.9,90.5,8.9,72.8,0,Aprovado
1,15,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,8.0,88.6,7.4,70.7,1,Aprovado
1,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,4.3,83.3,4.9,74.0,1,Reprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Privada,Nao,Sim,5.5,83.3,5.8,66.0,1,Em Risco
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Publica,Nao,Sim,7.2,81.9,8.2,64.2,1,Aprovado
3,17,Masculino,Outra,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,6.6,89.0,5.3,63.4,0,Aprovado
3,21,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Nao,Nao,Publica,Sim,Sim,5.1,82.5,4.9,48.8,1,Reprovado
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.2,82.3,5.7,52.1,0,Em Risco
1,15,Feminino,Branca,Solteiro,"Ate 0,5 SM",Sim,Nao,Nao,Publica,Nao,Sim,4.5,81.5,3.8,67.0,0,Reprovado
1,15,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,4.7,80.0,5.1,78.7,0,Em Risco
3,17,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Nao,Publica,Nao,Nao,6.0,85.7,6.4,54.3,1,Em Risco
2,19,Masculino,Branca,Solteiro,Acima de 1 SM,Nao,Nao,Nao,Publica,Sim,Nao,5.3,77.4,4.5,63.1,1,Reprovado
3,17,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.1,82.3,4.5,37.0,0,Em Risco
3,18,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,8.1,98.1,6.7,70.8,0,Aprovado
3,19,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Sim,6.5,87.9,7.1,57.4,1,Em Risco
1,15,Feminino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Nao,Publica,Nao,Nao,6.7,82.6,3.8,10.0,0,Reprovado
2,19,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Sim,Privada,Sim,Sim,6.2,82.0,4.8,65.9,1,Em Risco
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,5.9,74.8,3.9,44.8,1,Reprovado
1,17,Feminino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Sim,Sim,9.1,97.2,9.7,98.2,1,Aprovado
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,4.9,83.6,5.2,90.3,1,Em Risco
2,16,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Sim,5.3,80.1,5.2,76.5,1,Em Risco
3,17,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,6.4,82.4,6.3,53.3,0,Aprovado
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,8.9,91.8,9.9,92.0,0,Aprovado
2,16,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,6.8,93.5,5.2,66.3,0,Aprovado
1,18,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Nao,Publica,Sim,Nao,5.8,81.6,5.5,56.2,1,Em Risco
2,19,Feminino,Preta,Solteiro,"Ate 0,5 SM",Sim,Sim,Sim,Publica,Sim,Sim,5.3,83.7,3.9,41.1,1,Reprovado
3,17,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,8.0,88.8,8.0,79.5,0,Aprovado
1,19,Feminino,Parda,Solteiro,Acima de 1 SM,Sim,Sim,Nao,Publica,Sim,Nao,2.5,55.8,2.5,29.0,1,Reprovado
2,16,Masculino,Parda,Casado/Uniao,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,6.5,81.1,4.7,51.9,1,Em Risco
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,3.5,82.0,4.9,81.3,1,Reprovado
3,17,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,7.1,91.2,5.8,55.2,2,Aprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,7.6,87.6,7.7,61.8,1,Aprovado
2,18,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Sim,Nao,4.1,66.3,4.1,60.1,1,Reprovado
1,15,Feminino,Parda,Solteiro,Acima de 1 SM,Sim,Sim,Nao,Publica,Nao,Nao,4.6,67.3,2.3,46.8,1,Reprovado
1,15,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,3.8,80.8,4.1,70.9,1,Reprovado
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.5,86.2,6.9,72.9,0,Aprovado
3,17,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,5.6,90.2,6.2,87.3,2,Em Risco
3,20,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Sim,Nao,5.9,81.1,4.5,57.5,1,Reprovado
3,17,Feminino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.0,86.7,5.2,53.3,0,Em Risco
2,16,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,5.2,71.8,5.4,62.9,0,Reprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,7.9,90.3,6.0,73.5,0,Aprovado
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.8,87.6,6.7,70.4,0,Aprovado
2,16,Feminino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,4.9,82.2,4.5,82.4,0,Em Risco
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Sim,5.3,82.8,4.5,65.5,1,Reprovado
3,19,Masculino,Branca,Solteiro,"Ate 0,5 SM",Sim,Sim,Sim,Publica,Sim,Sim,4.7,82.3,3.7,56.7,1,Reprovado
3,17,Masculino,Branca,Casado/Uniao,"Ate 0,5 SM",Nao,Sim,Sim,Publica,Nao,Nao,8.6,96.5,6.3,50.0,0,Aprovado
1,15,Feminino,Branca,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,7.4,95.0,5.9,79.4,0,Aprovado
1,16,Masculino,Branca,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,6.6,69.1,6.5,63.8,0,Reprovado
1,16,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,8.7,100.0,5.8,54.8,0,Aprovado
2,21,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Sim,7.3,82.5,7.3,66.5,1,Aprovado
1,15,Feminino,Preta,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,6.7,86.2,6.2,53.5,1,Aprovado
2,16,Feminino,Preta,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,6.3,97.4,3.2,42.8,1,Em Risco
2,16,Masculino,Branca,Casado/Uniao,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Nao,5.5,78.3,3.9,61.3,0,Reprovado
1,16,Masculino,Preta,Solteiro,"Ate 0,5 SM",Sim,Nao,Nao,Publica,Nao,Sim,4.5,82.2,3.3,55.6,2,Reprovado
2,16,Masculino,Outra,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,8.7,91.8,8.4,63.1,0,Aprovado
1,18,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Sim,Nao,5.1,81.0,4.7,37.8,1,Em Risco
1,16,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,9.1,96.0,9.1,90.2,0,Aprovado
3,17,Feminino,Preta,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Sim,7.1,83.9,7.6,74.5,0,Aprovado
1,15,Masculino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,8.8,94.9,9.5,96.1,0,Aprovado
1,16,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,8.8,87.0,7.7,72.5,0,Aprovado
2,16,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,4.4,81.6,5.6,65.8,0,Em Risco
3,17,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,6.3,79.7,4.4,41.5,1,Em Risco
1,19,Feminino,Parda,Casado/Uniao,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Sim,4.8,82.5,4.7,54.3,1,Reprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,7.7,84.3,6.1,67.5,0,Em Risco
1,15,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.9,85.8,6.9,56.8,0,Aprovado
1,15,Feminino,Branca,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Privada,Nao,Sim,3.9,81.2,3.5,30.6,1,Reprovado
2,17,Feminino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Sim,Publica,Nao,Nao,8.0,90.7,7.5,71.0,1,Aprovado
2,16,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Privada,Nao,Nao,7.6,90.2,7.0,49.1,1,Aprovado
2,16,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,5.5,77.0,4.5,67.5,1,Em Risco
3,17,Feminino,Preta,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Sim,5.7,82.1,6.3,70.9,0,Em Risco
3,17,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,4.8,75.4,5.8,53.7,1,Reprovado
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Sim,6.0,83.4,6.9,70.6,1,Aprovado
1,15,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Sim,6.4,91.4,7.8,76.6,0,Aprovado
3,17,Masculino,Branca,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,6.6,91.0,6.2,69.1,0,Aprovado
1,15,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,6.2,72.9,5.6,62.1,1,Reprovado
2,16,Feminino,Outra,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,4.4,82.7,5.1,57.6,1,Reprovado
1,15,Feminino,Preta,Solteiro,Acima de 1 SM,Sim,Sim,Nao,Publica,Nao,Nao,6.6,89.2,7.4,71.4,1,Aprovado
1,15,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,4.5,64.8,3.5,48.9,0,Reprovado
3,17,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,6.5,86.9,5.0,57.8,1,Aprovado
3,17,Feminino,Parda,Casado/Uniao,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,4.5,79.2,4.7,78.1,0,Reprovado
2,16,Masculino,Branca,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,6.5,77.1,5.4,57.1,1,Em Risco
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Sim,6.2,83.5,7.9,78.4,0,Aprovado
1,15,Masculino,Parda,Outro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,6.5,86.5,4.0,59.3,1,Em Risco
1,15,Masculino,Preta,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,7.6,92.0,7.0,64.1,0,Aprovado
1,19,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Sim,Sim,7.3,83.6,6.9,63.1,1,Aprovado
2,16,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,8.8,96.9,8.8,91.7,0,Aprovado
3,17,Feminino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.4,80.9,6.9,86.5,0,Aprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Nao,Nao,Publica,Nao,Sim,8.4,100.0,7.9,73.1,0,Aprovado
1,15,Feminino,Branca,Solteiro,Acima de 1 SM,Sim,Sim,Sim,Publica,Nao,Nao,6.7,87.8,5.4,57.5,1,Em Risco
3,19,Masculino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Sim,Publica,Sim,Nao,4.7,70.6,4.5,44.8,1,Reprovado
3,23,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Sim,Sim,5.9,88.2,6.1,53.6,1,Em Risco
2,16,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Nao,Publica,Nao,Nao,6.2,74.7,4.3,41.2,0,Em Risco
2,16,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Nao,Publica,Nao,Nao,5.1,77.3,4.8,71.1,1,Em Risco
2,16,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,7.6,89.9,7.4,76.4,0,Aprovado
1,19,Masculino,Parda,Solteiro,Acima de 1 SM,Sim,Sim,Sim,Publica,Sim,Nao,6.8,86.0,5.9,77.6,1,Aprovado
1,19,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Sim,Sim,4.2,80.1,2.7,68.0,1,Reprovado
3,17,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.3,83.3,5.5,66.7,0,Em Risco
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Sim,5.5,83.3,6.7,51.6,0,Em Risco
1,15,Feminino,Preta,Solteiro,"0,5-1 SM",Sim,Sim,Nao,Publica,Nao,Nao,3.9,66.1,3.9,62.1,1,Reprovado
1,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,4.6,82.5,5.4,64.4,0,Reprovado
1,15,Masculino,Branca,Casado/Uniao,"0,5-1 SM",Sim,Sim,Sim,Publica,Nao,Nao,4.7,70.6,4.8,48.7,0,Reprovado
3,21,Masculino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Sim,Publica,Sim,Nao,5.7,86.0,4.6,48.9,1,Em Risco
2,23,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Sim,Sim,5.3,89.6,5.8,77.6,1,Em Risco
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,5.2,82.3,5.9,62.3,1,Em Risco
1,15,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,5.5,86.3,6.3,83.8,1,Em Risco
2,17,Feminino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.4,88.2,6.8,77.0,0,Aprovado
2,16,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,6.9,79.1,6.4,57.7,0,Em Risco
1,15,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,7.3,86.3,5.1,51.0,1,Aprovado
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Nao,5.9,80.9,4.4,60.6,0,Em Risco
2,16,Masculino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,8.5,83.8,6.7,73.5,1,Aprovado
2,23,Feminino,Branca,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Sim,Nao,6.7,88.2,5.9,57.3,1,Aprovado
2,16,Masculino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Nao,Privada,Nao,Nao,5.5,79.0,5.4,67.9,0,Reprovado
1,15,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,7.1,92.7,6.5,52.6,0,Aprovado
1,15,Masculino,Parda,Casado/Uniao,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,4.8,79.1,4.7,43.2,2,Reprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.1,84.0,3.9,60.6,1,Em Risco
2,18,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Sim,6.0,83.1,5.6,64.5,1,Em Risco
3,17,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,7.2,96.7,6.7,68.4,2,Aprovado
